CRM ID,CRM Group,CRM Type,Matrix,Mineralisation Style,Analysis Method,Element,Unit,Certified Value,Sort Grade,1SD,95% CI Low,95% CI High,Status
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thorium, Th",ppm,17.6,17.6294,1.39,17.1,18.2,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Titanium, Ti",wt.%,0.46,4600.73,0.023,0.451,0.469,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thallium, Tl",ppm,0.9,0.897617,0.066,0.87,0.93,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thulium, Tm",ppm,0.35,0.352243,0.024,0.33,0.37,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Uranium, U",ppm,4.82,4.82328,0.436,4.65,5,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Vanadium, V",ppm,120,120.113,6,118,122,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tungsten, W",ppm,4.53,4.53026,0.46,4.42,4.64,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Yttrium, Y",ppm,24.1,24.0536,1.45,23.5,24.6,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Ytterbium, Yb",ppm,2.31,2.31053,0.27,2.16,2.46,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zinc, Zn",ppm,109,108.689,5,107,111,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zirconium, Zr",ppm,78,78.272,6.3,76,81,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Silver, Ag",ppm,0.796,0.79586,0.053,0.767,0.825,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Aluminium, Al",wt.%,2.07,20676.3,0.107,2.02,2.11,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Arsenic, As",ppm,59,58.7628,3.5,57,60,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gold, Au",ppm,0.477,0.477115,0.018,0.47,0.485,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Barium, Ba",ppm,383,383.178,58,355,411,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Beryllium, Be",ppm,0.53,0.529524,0.07,0.47,0.59,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Bismuth, Bi",ppm,0.68,0.676294,0.037,0.66,0.7,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Calcium, Ca",wt.%,1.09,10871.7,0.067,1.06,1.12,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cerium, Ce",ppm,59,59.328,3.2,58,61,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cobalt, Co",ppm,13.5,13.5068,0.48,13.3,13.7,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Chromium, Cr",ppm,66,66.2009,4.1,64,68,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Caesium, Cs",ppm,9.02,9.01758,0.435,8.81,9.23,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Copper, Cu",wt.%,0.779,7794.51,0.017,0.774,0.785,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Dysprosium, Dy",ppm,3.19,3.18661,0.245,2.92,3.45,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Erbium, Er",ppm,1.66,1.65754,0.25,1.32,2,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Iron, Fe",wt.%,4.45,44492.6,0.169,4.38,4.52,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gallium, Ga",ppm,8.67,8.6659,0.567,8.38,8.95,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gadolinium, Gd",ppm,3.82,3.82024,0.43,3.39,4.25,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Hafnium, Hf",ppm,0.41,0.40597,0.022,0.39,0.42,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Holmium, Ho",ppm,0.6,0.601203,0.08,0.5,0.71,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Indium, In",ppm,0.061,0.0612761,0.005,0.057,0.066,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Potassium, K",wt.%,1.07,10719.3,0.054,1.05,1.1,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lanthanum, La",ppm,29.4,29.3948,2.38,28.3,30.5,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lithium, Li",ppm,30.9,30.9392,1.45,30.3,31.5,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lutetium, Lu",ppm,0.22,0.221786,0.011,0.21,0.23,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Magnesium, Mg",wt.%,1.21,12144.6,0.041,1.2,1.23,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Manganese, Mn",wt.%,0.038,383.968,0.002,0.038,0.039,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Molybdenum, Mo",ppm,223,222.664,12,218,228,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sodium, Na",wt.%,0.192,1915.06,0.021,0.181,0.202,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Neodymium, Nd",ppm,23.2,23.2474,2.22,20.8,25.7,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Nickel, Ni",ppm,36.4,36.3564,2.27,35.5,37.2,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Phosphorus, P",wt.%,0.096,958.385,0.004,0.094,0.098,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lead, Pb",ppm,11.1,11.0915,0.9,10.7,11.5,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Praseodymium, Pr",ppm,6.63,6.62595,0.8,5.82,7.43,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Rubidium, Rb",ppm,124,124.164,5,122,127,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Rhenium, Re",ppb,4,0.00350286,1,3,4,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sulphur, S",wt.%,0.821,8210.92,0.04,0.803,0.839,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Antimony, Sb",ppm,4.78,4.78104,0.91,4.35,5.21,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Scandium, Sc",ppm,7.28,7.27777,0.531,7.05,7.51,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Samarium, Sm",ppm,4.34,4.33768,0.211,4.08,4.6,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tin, Sn",ppm,2.71,2.71081,0.22,2.59,2.83,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Strontium, Sr",ppm,66,66.4872,5.7,64,69,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tantalum, Ta",ppm,0.009,0.00930556,0.002,0.008,0.01,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Terbium, Tb",ppm,0.58,0.578632,0.03,0.55,0.61,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tellurium, Te",ppm,0.47,0.470249,0.05,0.45,0.49,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Thorium, Th",ppm,17.6,17.5504,0.91,17.1,18,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Titanium, Ti",wt.%,0.34,3402.76,0.012,0.335,0.345,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Thallium, Tl",ppm,0.67,0.669092,0.053,0.64,0.7,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Uranium, U",ppm,4.53,4.52629,0.327,4.37,4.68,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Vanadium, V",ppm,110,110.427,4,109,112,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tungsten, W",ppm,2.98,2.97844,0.49,2.75,3.21,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Yttrium, Y",ppm,16.1,16.102,0.94,15.6,16.6,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Ytterbium, Yb",ppm,1.51,1.51,0.053,1.48,1.54,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Zinc, Zn",ppm,102,102.09,5,100,104,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Zirconium, Zr",ppm,9.53,9.53238,0.499,9.28,9.79,Current
OREAS 502c,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Sulphuric Acid Leach,"Copper soluble (sulphuric), Cu-Sol(H2SO4)",wt.%,0.322,3217.56,0.022,0.303,0.341,Current
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppm,0.687,0.686733,0.024,0.676,0.697,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",ppm,5658,5657.54,150,5585,5730,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,390,389.727,19,381,399,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Silver, Ag",ppm,1.63,1.63208,0.124,1.56,1.7,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.724,7240.19,0.018,0.714,0.734,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gold, Au",ppm,0.658,0.658033,0.046,0.624,0.692,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Copper, Cu",ppm,5634,5634.17,134,5572,5696,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Molybdenum, Mo",ppm,382,381.795,19,373,391,Archived
OREAS 503,"Au >1 ppm, Cu ore, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sulphur, S",wt.%,0.716,7161.53,0.035,0.698,0.735,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppm,0.695,0.695208,0.021,0.688,0.703,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",wt.%,0.531,5308.03,0.023,0.521,0.541,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,319,318.917,16,312,326,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Silver, Ag",ppm,1.54,1.53957,0.19,1.47,1.61,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Aluminium, Al",wt.%,7.45,74511.7,0.401,7.28,7.62,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Arsenic, As",ppm,18.9,18.8745,2.6,18.2,19.6,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Barium, Ba",ppm,932,931.666,45,910,953,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Beryllium, Be",ppm,2.51,2.50673,0.26,2.43,2.59,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Bismuth, Bi",ppm,2.61,2.61248,0.251,2.48,2.75,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Calcium, Ca",wt.%,2.73,27264.2,0.079,2.7,2.76,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cerium, Ce",ppm,59,59.4277,4.3,57,62,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cobalt, Co",ppm,17.1,17.0511,1.43,16.5,17.6,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Chromium, Cr",ppm,84,83.974,9,80,88,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Caesium, Cs",ppm,9.94,9.93886,0.78,9.49,10.38,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Dysprosium, Dy",ppm,4.42,4.41539,0.309,4.09,4.74,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Erbium, Er",ppm,2.41,2.40607,0.181,2.21,2.6,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Europium, Eu",ppm,1.26,1.26073,0.092,1.16,1.36,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Iron, Fe",wt.%,5.43,54285.5,0.248,5.32,5.54,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gallium, Ga",ppm,18.4,18.4082,1.27,17.8,19,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gadolinium, Gd",ppm,4.8,4.79554,0.311,4.49,5.1,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Hafnium, Hf",ppm,2.25,2.24997,0.176,2.16,2.34,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Holmium, Ho",ppm,0.85,0.845789,0.055,0.79,0.9,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Indium, In",ppm,0.39,0.387951,0.034,0.37,0.41,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Potassium, K",wt.%,3.07,30709.4,0.181,2.99,3.15,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lanthanum, La",ppm,30,30.0468,2.35,29.1,31,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lithium, Li",ppm,30.7,30.6823,2.94,29.3,32.1,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lutetium, Lu",ppm,0.34,0.340133,0.032,0.32,0.36,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Magnesium, Mg",wt.%,1.54,15388.7,0.078,1.51,1.57,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Manganese, Mn",ppm,553,553.005,29,541,565,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sodium, Na",wt.%,2.04,20426.5,0.094,2,2.08,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Niobium, Nb",ppm,16,16.0368,1.27,15.4,16.6,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Neodymium, Nd",ppm,26.9,26.8755,1.6,25.3,28.5,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Nickel, Ni",ppm,38.7,38.6778,3.23,37.5,39.9,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Phosphorus, P",wt.%,0.1,999.57,0.004,0.098,0.102,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lead, Pb",ppm,24.3,24.2905,2.29,23.5,25.1,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Praseodymium, Pr",ppm,7.16,7.16086,0.462,6.62,7.71,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Rubidium, Rb",ppm,163,162.91,12,156,169,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.667,6673.93,0.03,0.653,0.682,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Antimony, Sb",ppm,0.89,0.893936,0.11,0.84,0.95,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Scandium, Sc",ppm,13.1,13.107,0.65,12.8,13.4,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Selenium, Se",ppm,6.61,6.60614,1.13,6.04,7.18,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Samarium, Sm",ppm,5.25,5.25416,0.31,4.94,5.56,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tin, Sn",ppm,7.52,7.52261,0.551,7.23,7.82,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Strontium, Sr",ppm,369,369.207,13,363,375,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tantalum, Ta",ppm,1.21,1.2099,0.15,1.13,1.29,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Terbium, Tb",ppm,0.72,0.718812,0.049,0.68,0.76,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tellurium, Te",ppm,0.18,0.176608,0.03,0.16,0.19,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thorium, Th",ppm,15.6,15.5914,1.32,15,16.2,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Titanium, Ti",wt.%,0.44,4404.99,0.017,0.434,0.447,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thallium, Tl",ppm,0.81,0.807217,0.044,0.78,0.83,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thulium, Tm",ppm,0.35,0.346653,0.034,0.31,0.38,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Uranium, U",ppm,4.2,4.19782,0.43,4,4.4,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Vanadium, V",ppm,127,127.466,6,125,130,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tungsten, W",ppm,3.39,3.38703,0.45,3.22,3.55,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Yttrium, Y",ppm,22.9,22.8869,2.05,21.9,23.9,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Ytterbium, Yb",ppm,2.33,2.33104,0.102,2.26,2.4,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zinc, Zn",ppm,92,91.7352,4.4,90,93,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zirconium, Zr",ppm,71,70.7323,6.2,68,74,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Silver, Ag",ppm,1.46,1.45936,0.141,1.4,1.52,Archived
OREAS 503b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Aluminium, Al",wt.%,2,20004.3,0.118,1.95,2.05,Archived
